block_height,timestamp,difficulty,txs_count,miner_address,network_health,block_age,hash_entropy,miner_reputation,is_valid
376,1770966200,14661357,49,miner_pool_1,0.9874,104,228,0.8461,1
377,1770966320,15440020,46,miner_pool_7,0.9094,103,218,0.9376,1
378,1770966440,15236382,49,miner_pool_6,0.9543,105,207,0.8353,1
379,1770966560,15519897,50,miner_pool_5,0.8811,110,207,0.8973,1
380,1770966680,14574694,38,miner_pool_1,0.962,92,223,0.9212,1
381,1770966800,15487643,46,miner_pool_5,0.8746,97,207,0.8438,0
382,1770966920,14557706,50,miner_pool_2,0.8802,135,250,0.9397,1
383,1770967040,14214582,60,miner_pool_7,0.9756,139,237,0.8043,1
384,1770967160,15798661,53,miner_pool_5,0.997,125,230,0.8893,1
385,1770967280,15753816,52,miner_pool_3,0.9689,108,253,0.8313,1
386,1770967400,15976761,42,miner_pool_4,0.9381,127,252,0.9274,1
387,1770967520,15112876,47,miner_pool_3,0.943,95,211,0.8502,1
388,1770967640,14246148,42,miner_pool_7,0.9581,99,211,0.8898,1
389,1770967760,14938490,43,miner_pool_3,0.993,150,253,0.8456,1
390,1770967880,14863393,53,miner_pool_3,0.9504,138,241,0.8376,1
391,1770968000,14242824,42,miner_pool_3,0.9118,137,203,0.8452,1
392,1770968120,14578128,57,miner_pool_7,0.891,147,248,0.9455,1
393,1770968240,14400342,61,miner_pool_9,0.9522,116,228,0.9335,1
394,1770968360,15897755,49,miner_pool_5,0.9213,90,242,0.8604,1
395,1770968480,14626929,49,miner_pool_4,0.8801,146,250,0.8233,1
396,1770968600,15503477,46,miner_pool_1,0.9298,128,222,0.8022,1
397,1770968720,15811449,62,miner_pool_6,0.9425,98,219,0.8186,1
398,1770968840,15464496,54,miner_pool_1,0.9525,93,248,0.9175,1
399,1770968960,14880529,45,miner_pool_6,0.9003,110,200,0.8536,0
400,1770969080,15827604,45,miner_pool_6,0.8522,104,237,0.9273,1
401,1770969200,15334439,38,miner_pool_8,0.977,117,223,0.9381,1
402,1770969320,14156089,46,miner_pool_1,0.8514,123,244,0.872,1
403,1770969440,14920871,43,unknown_miner_362,0.9307,97,204,0.64,1
404,1770969560,14642747,39,miner_pool_8,0.8704,143,241,0.8643,1
405,1770969680,14933582,55,miner_pool_4,0.9109,136,218,0.9465,1
406,1770969800,15245722,44,miner_pool_10,0.9746,126,237,0.8753,1
407,1770969920,15932433,63,miner_pool_1,0.9164,97,246,0.8183,1
408,1770970040,14287194,50,miner_pool_2,0.9058,133,216,0.869,1
409,1770970160,15027907,56,miner_pool_5,0.9401,107,213,0.8933,0
410,1770970280,14897707,50,miner_pool_9,0.8644,141,244,0.8098,1
411,1770970400,15420265,60,miner_pool_6,0.9139,104,251,0.9487,1
412,1770970520,14763007,31,miner_pool_7,0.9923,97,241,0.9198,1
413,1770970640,14198170,60,miner_pool_5,0.972,117,237,0.8177,1
414,1770970760,15066003,56,miner_pool_3,0.898,109,235,0.9168,1
415,1770970880,15646434,52,miner_pool_8,0.9,101,227,0.8872,1
416,1770971000,15133490,39,miner_pool_9,0.9093,135,222,0.844,1
417,1770971120,15437322,42,unknown_miner_302,0.9214,100,238,0.6602,1
418,1770971240,14563075,45,miner_pool_10,0.8941,114,221,0.9001,1
419,1770971360,15464843,55,miner_pool_4,0.9922,106,252,0.8171,1
420,1770971480,15755821,47,unknown_miner_97,0.9922,93,200,0.4442,1
421,1770971600,14216704,44,miner_pool_3,0.9773,96,255,0.9167,1
422,1770971720,15050802,42,miner_pool_8,0.9732,148,239,0.9404,1
423,1770971840,15463160,51,miner_pool_10,0.8758,107,206,0.9459,1
424,1770971960,15744145,58,miner_pool_2,0.8552,92,204,0.9281,1
425,1770972080,15983811,43,miner_pool_4,0.9662,97,219,0.8069,0
426,1770972200,15740199,40,miner_pool_5,0.8835,148,254,0.9246,1
427,1770972320,15241015,64,miner_pool_8,0.8796,146,234,0.8876,1
428,1770972440,14207056,53,unknown_miner_45,0.8722,100,227,0.2974,1
429,1770972560,14288092,37,miner_pool_5,0.9262,145,211,0.8554,1
430,1770972680,14301522,41,miner_pool_2,0.8899,149,237,0.9155,1
431,1770972800,14242141,55,miner_pool_7,0.9661,111,201,0.8622,1
432,1770972920,15047509,48,miner_pool_7,0.8784,94,252,0.8783,1
433,1770973040,15666022,50,miner_pool_4,0.9441,96,249,0.9141,1
434,1770973160,14662386,64,miner_pool_4,0.9071,118,207,0.8263,1
435,1770973280,15068406,42,miner_pool_3,0.895,135,212,0.8873,1
436,1770973400,14354737,61,miner_pool_9,0.9887,140,216,0.9246,1
437,1770973520,15560954,42,miner_pool_6,0.9215,121,227,0.877,1
438,1770973640,15316631,55,miner_pool_5,0.8904,131,220,0.8619,1
439,1770973760,14436205,49,miner_pool_3,0.855,112,223,0.8134,1
440,1770973880,15813754,49,miner_pool_3,0.9279,110,218,0.8391,1
441,1770974000,15072967,59,miner_pool_2,0.9527,101,243,0.8859,1
442,1770974120,15232064,37,unknown_miner_952,0.9629,117,206,0.4217,1
443,1770974240,14266761,51,unknown_miner_275,0.9776,137,251,0.2476,1
444,1770974360,15886109,38,miner_pool_5,0.973,144,220,0.8475,1
445,1770974480,14848318,44,miner_pool_9,0.895,124,223,0.8301,1
446,1770974600,14707704,53,unknown_miner_650,0.8594,133,237,0.3521,1
447,1770974720,15528628,44,miner_pool_2,0.9057,130,253,0.8348,1
448,1770974840,14998764,65,unknown_miner_426,0.8523,98,255,0.2248,1
449,1770974960,14178771,45,miner_pool_4,0.9644,149,225,0.8169,1
450,1770975080,14422183,48,miner_pool_2,0.9761,144,238,0.8986,1
451,1770975200,15868743,54,miner_pool_8,0.9211,144,254,0.8659,1
452,1770975320,14781622,54,miner_pool_3,0.9162,113,218,0.9394,1
453,1770975440,14419417,45,miner_pool_1,0.8818,92,223,0.9212,1
454,1770975560,14773355,50,miner_pool_3,0.8758,90,211,0.8699,1
455,1770975680,15958905,49,unknown_miner_141,0.927,105,240,0.2351,1
456,1770975800,15511847,62,miner_pool_5,0.9853,90,213,0.9209,1
457,1770975920,14382333,51,unknown_miner_233,0.9122,98,240,0.5731,1
458,1770976040,14914950,48,miner_pool_10,0.9131,107,250,0.8022,1
459,1770976160,14650098,41,miner_pool_2,0.8742,124,227,0.8783,1
460,1770976280,14440170,52,miner_pool_3,0.9887,97,200,0.9261,1
461,1770976400,14634892,46,miner_pool_4,0.8802,150,212,0.8268,1
462,1770976520,15714062,48,miner_pool_8,0.9371,139,225,0.9079,1
463,1770976640,15978070,53,miner_pool_1,0.895,139,201,0.9304,1
464,1770976760,15650332,39,miner_pool_4,0.8582,147,218,0.85,1
465,1770976880,14110603,45,miner_pool_2,0.9074,141,239,0.8916,1
466,1770977000,14484833,61,miner_pool_4,0.904,102,223,0.8498,1
467,1770977120,15406295,50,miner_pool_4,0.9172,133,236,0.8131,1
468,1770977240,14995241,57,miner_pool_2,0.9665,94,239,0.8876,1
469,1770977360,15170310,56,miner_pool_5,0.9863,134,232,0.9465,1
470,1770977480,14908231,45,miner_pool_7,0.8829,137,224,0.8395,1
471,1770977600,14983757,51,miner_pool_3,0.9995,114,219,0.8046,1
472,1770977720,15164644,54,miner_pool_6,0.97,96,210,0.807,1
473,1770977840,14562185,51,miner_pool_8,0.8855,100,241,0.8984,1
474,1770977960,15987361,48,miner_pool_9,0.8924,137,222,0.9386,1
475,1770978080,14500749,62,miner_pool_10,0.9282,112,237,0.8938,1
476,1770978200,14947163,47,miner_pool_2,0.8531,144,228,0.9148,1
477,1770978320,14095076,52,miner_pool_9,0.9057,101,242,0.866,1
478,1770978440,15132777,54,miner_pool_10,0.8964,118,208,0.9315,0
479,1770978560,14674477,45,miner_pool_3,0.9794,125,247,0.9316,1
480,1770978680,14336105,60,miner_pool_4,0.9508,144,224,0.9425,1
481,1770978800,14590143,53,unknown_miner_392,0.9446,90,255,0.5106,1
482,1770978920,15315620,51,miner_pool_6,0.8662,112,236,0.8048,1
483,1770979040,15075211,45,unknown_miner_54,0.9208,114,250,0.7846,1
484,1770979160,15928096,36,miner_pool_2,0.9333,94,229,0.8359,1
485,1770979280,14907645,40,miner_pool_6,0.9635,132,254,0.8753,1
486,1770979400,15283551,61,miner_pool_2,0.9516,107,256,0.9354,1
487,1770979520,15880094,50,miner_pool_9,0.9759,124,227,0.8751,1
488,1770979640,15301507,52,miner_pool_3,0.9177,118,210,0.9067,1
489,1770979760,15592776,38,miner_pool_5,0.8741,120,218,0.9361,1
490,1770979880,15541434,51,miner_pool_4,0.8875,117,223,0.8287,1
491,1770980000,15847935,48,miner_pool_2,0.9894,130,253,0.8728,1
492,1770980120,15222784,43,miner_pool_9,0.9585,114,228,0.8278,1
493,1770980240,14748099,55,miner_pool_3,0.9555,100,225,0.9089,0
494,1770980360,15190609,53,miner_pool_7,0.9981,133,218,0.9463,1
495,1770980480,15632678,40,unknown_miner_251,0.8616,148,205,0.6249,1
496,1770980600,15371596,51,miner_pool_1,0.9521,108,250,0.9161,1
497,1770980720,15615067,42,miner_pool_2,0.9581,92,249,0.8185,0
498,1770980840,15501800,58,unknown_miner_68,0.9459,128,222,0.5573,1
499,1770980960,15568433,69,miner_pool_10,0.9472,134,243,0.9385,1
500,1770981080,14175392,58,miner_pool_10,0.9666,139,215,0.8344,1
501,1770981200,14286591,45,miner_pool_6,0.8873,99,214,0.8513,1
502,1770981320,15633295,61,miner_pool_5,0.9618,99,228,0.8888,1
503,1770981440,15317826,45,miner_pool_8,0.905,113,202,0.8649,1
504,1770981560,15750847,59,unknown_miner_60,0.926,92,239,0.4661,1
505,1770981680,14423146,46,miner_pool_10,0.9793,133,206,0.8441,1
506,1770981800,15631196,48,unknown_miner_499,0.9551,102,229,0.7969,1
507,1770981920,15777921,52,miner_pool_6,0.8598,149,222,0.8242,1
508,1770982040,15343041,43,miner_pool_10,0.8656,113,220,0.8148,1
509,1770982160,15520244,54,miner_pool_9,0.9823,102,234,0.8831,1
510,1770982280,15095060,55,miner_pool_7,0.937,112,239,0.8024,1
511,1770982400,14893572,40,miner_pool_7,0.9681,128,233,0.8245,1
512,1770982520,14807505,52,miner_pool_3,0.9657,147,247,0.8242,1
513,1770982640,14000082,66,miner_pool_5,0.8984,149,220,0.8303,1
514,1770982760,15769637,45,miner_pool_4,0.9252,142,224,0.9267,1
515,1770982880,14194299,59,miner_pool_2,0.904,145,249,0.9378,1
516,1770983000,15826723,47,unknown_miner_365,0.8887,130,218,0.569,1
517,1770983120,14670954,47,miner_pool_3,0.9522,132,252,0.8837,1
518,1770983240,14774457,42,miner_pool_7,0.876,109,228,0.8081,1
519,1770983360,14407765,53,miner_pool_8,0.9263,103,237,0.8349,1
520,1770983480,15623421,52,unknown_miner_752,0.9445,92,216,0.6834,1
521,1770983600,15597825,48,miner_pool_10,0.9208,125,241,0.8435,1
522,1770983720,14494415,54,miner_pool_2,0.8986,128,223,0.8188,1
523,1770983840,15631579,55,miner_pool_6,0.8797,119,226,0.9398,1
524,1770983960,15562168,51,miner_pool_3,0.9666,119,251,0.9404,1
525,1770984080,14593179,50,miner_pool_6,0.8831,142,249,0.8425,1
526,1770984200,14510543,44,miner_pool_8,0.8686,145,255,0.9303,1
527,1770984320,15984983,36,miner_pool_9,0.9515,120,240,0.8254,1
528,1770984440,14719511,59,miner_pool_7,0.9483,108,218,0.8677,1
529,1770984560,15768078,56,miner_pool_10,0.9236,128,245,0.9459,1
530,1770984680,15308114,40,miner_pool_4,0.8875,126,206,0.8914,1
531,1770984800,14129339,49,miner_pool_6,0.9962,99,226,0.8664,1
532,1770984920,14335685,44,miner_pool_1,0.9075,92,216,0.9453,1
533,1770985040,15124202,55,miner_pool_5,0.8543,145,233,0.9184,1
534,1770985160,15125714,53,miner_pool_6,0.8907,105,228,0.9074,1
535,1770985280,15836724,57,miner_pool_5,0.9697,150,233,0.9311,1
536,1770985400,14595461,59,unknown_miner_352,0.9758,118,220,0.7159,1
537,1770985520,15168941,47,miner_pool_5,0.9568,126,227,0.9037,1
538,1770985640,15702822,45,miner_pool_8,0.8883,116,237,0.8191,1
539,1770985760,15020589,63,miner_pool_7,0.8916,148,218,0.9466,1
540,1770985880,15205777,63,miner_pool_8,0.9029,129,238,0.9172,1
541,1770986000,15836958,47,miner_pool_3,0.878,113,248,0.8984,1
542,1770986120,14808897,44,miner_pool_9,0.9222,130,251,0.9071,1
543,1770986240,15373097,62,miner_pool_5,0.8636,104,215,0.8969,1
544,1770986360,15511625,47,miner_pool_9,0.9727,104,221,0.8699,1
545,1770986480,14480664,51,unknown_miner_738,0.9432,148,249,0.5994,1
546,1770986600,14978601,55,miner_pool_10,0.9926,102,240,0.8367,1
547,1770986720,14576053,50,miner_pool_10,0.8841,99,222,0.939,1
548,1770986840,15779839,68,miner_pool_5,0.8762,130,211,0.8944,0
549,1770986960,15741119,63,miner_pool_4,0.8583,118,228,0.8443,1
550,1770987080,14370137,48,miner_pool_10,0.9229,104,225,0.9357,1
551,1770987200,15428554,38,miner_pool_4,0.8779,110,256,0.8068,1
552,1770987320,15465226,45,miner_pool_10,0.8817,118,200,0.8709,0
553,1770987440,15994291,59,miner_pool_5,0.8822,140,202,0.9492,1
554,1770987560,14870541,50,miner_pool_3,0.9688,104,236,0.8617,1
555,1770987680,14193465,53,miner_pool_2,0.9368,135,248,0.9059,1
556,1770987800,15670718,50,unknown_miner_370,0.9915,146,218,0.3458,1
557,1770987920,15949892,56,miner_pool_6,0.8708,101,234,0.9158,1
558,1770988040,14831468,54,miner_pool_3,0.9088,114,201,0.8878,1
559,1770988160,14273833,52,miner_pool_3,0.8974,101,241,0.9351,1
560,1770988280,15972065,43,miner_pool_8,0.9458,114,207,0.8841,0
561,1770988400,15916170,58,miner_pool_8,0.9534,110,202,0.8033,1
562,1770988520,15406334,57,miner_pool_4,0.9038,143,216,0.946,1
563,1770988640,14189201,36,miner_pool_5,0.9157,125,244,0.8532,1
564,1770988760,14255365,42,unknown_miner_267,0.9204,139,256,0.4436,1
565,1770988880,15175432,48,miner_pool_6,0.8789,125,243,0.8474,1
566,1770989000,14780804,50,miner_pool_3,0.9365,130,230,0.8887,1
567,1770989120,15974979,71,miner_pool_1,0.9015,112,210,0.8848,1
568,1770989240,14488563,62,miner_pool_1,0.9839,106,238,0.8273,1
569,1770989360,14702575,56,miner_pool_2,0.9901,129,247,0.8073,1
570,1770989480,15249906,48,miner_pool_2,0.9608,148,246,0.9151,1
571,1770989600,14430020,61,miner_pool_7,0.9855,94,224,0.8089,1
572,1770989720,14791911,48,unknown_miner_415,0.8768,113,246,0.6713,1
573,1770989840,15262709,49,miner_pool_3,0.9486,105,201,0.8865,1
574,1770989960,15567939,45,miner_pool_3,0.9927,137,255,0.9188,1
575,1770990080,15745941,48,miner_pool_7,0.9284,103,223,0.8716,0
576,1770990200,15286294,46,miner_pool_8,0.9546,106,242,0.8655,1
577,1770990320,14246462,53,miner_pool_4,0.9924,146,210,0.8237,1
578,1770990440,15394995,56,unknown_miner_828,0.9635,110,205,0.3321,1
579,1770990560,15027339,40,miner_pool_10,0.9288,128,203,0.8704,1
580,1770990680,15323069,48,unknown_miner_124,0.9844,103,206,0.4575,1
581,1770990800,15039837,39,miner_pool_9,0.9909,150,217,0.8818,0
582,1770990920,15338067,61,miner_pool_7,0.9212,140,240,0.8381,1
583,1770991040,15959989,45,unknown_miner_479,0.8598,105,229,0.7204,1
584,1770991160,15426458,57,unknown_miner_400,0.8957,137,239,0.4199,1
585,1770991280,14894039,51,miner_pool_3,0.9089,99,235,0.8616,1
586,1770991400,15406999,54,unknown_miner_990,0.9358,114,209,0.216,1
587,1770991520,14736572,54,miner_pool_8,0.9481,119,213,0.8081,1
588,1770991640,15514351,51,miner_pool_6,0.9136,149,235,0.8015,1
589,1770991760,15235443,40,miner_pool_7,0.8719,119,248,0.8789,1
590,1770991880,15034744,47,miner_pool_3,0.9291,101,241,0.8516,1
591,1770992000,14327911,54,miner_pool_8,0.9901,139,216,0.8803,1
592,1770992120,14297638,56,miner_pool_6,0.9178,137,229,0.8992,1
593,1770992240,15545674,54,unknown_miner_828,0.9608,115,231,0.7389,1
594,1770992360,14951701,52,miner_pool_8,0.9225,126,237,0.9336,1
595,1770992480,15078909,44,unknown_miner_833,0.8653,97,245,0.3714,1
596,1770992600,15792598,57,miner_pool_3,0.9673,97,235,0.8786,1
597,1770992720,15882863,56,miner_pool_1,0.8724,96,252,0.9458,1
598,1770992840,14184879,59,unknown_miner_770,0.8563,104,211,0.6705,1
599,1770992960,14111096,58,miner_pool_5,0.9891,145,215,0.9303,0
600,1770993080,15468779,44,miner_pool_4,0.9424,138,249,0.8349,1
601,1770993200,15706204,48,miner_pool_9,0.9833,135,204,0.8099,1
602,1770993320,14847765,43,miner_pool_3,0.9021,119,203,0.8844,1
603,1770993440,15729582,54,miner_pool_10,0.9898,147,209,0.8508,1
604,1770993560,15897318,44,miner_pool_1,0.8654,117,246,0.8729,1
605,1770993680,14806047,50,miner_pool_1,0.9161,149,250,0.865,1
606,1770993800,14970130,40,miner_pool_5,0.9962,113,240,0.9313,1
607,1770993920,14169914,53,miner_pool_9,0.8801,91,203,0.8808,1
608,1770994040,14491500,66,miner_pool_3,0.9671,115,215,0.8557,1
609,1770994160,15241315,42,miner_pool_9,0.8808,129,234,0.9241,1
610,1770994280,15859262,48,miner_pool_3,0.9358,102,239,0.8603,1
611,1770994400,14813255,54,miner_pool_10,0.9478,136,221,0.8293,1
612,1770994520,15812239,55,miner_pool_5,0.9203,147,235,0.8452,0
613,1770994640,15140156,51,miner_pool_3,0.9938,96,224,0.9376,1
614,1770994760,14477185,46,miner_pool_10,0.9925,112,216,0.9339,1
615,1770994880,14191549,52,unknown_miner_645,0.9727,94,202,0.6342,1
616,1770995000,14692260,43,miner_pool_1,0.8834,150,215,0.887,1
617,1770995120,14874712,53,unknown_miner_282,0.8825,136,240,0.3831,1
618,1770995240,15663732,49,miner_pool_4,0.9471,116,247,0.869,1
619,1770995360,15829844,49,miner_pool_2,0.9312,137,243,0.8148,1
620,1770995480,14751505,50,miner_pool_2,0.9352,132,250,0.8498,1
621,1770995600,15700711,56,unknown_miner_306,0.9459,101,222,0.5689,0
622,1770995720,14523577,37,miner_pool_1,0.9091,107,256,0.8443,1
623,1770995840,14710985,46,miner_pool_8,0.8806,139,222,0.9186,1
624,1770995960,15806555,51,miner_pool_5,0.9343,127,254,0.9081,1
625,1770996080,15082457,50,unknown_miner_987,0.8641,131,215,0.3247,1
626,1770996200,14059535,48,miner_pool_4,0.931,130,202,0.9178,1
627,1770996320,14136793,41,miner_pool_9,0.9149,141,216,0.8299,1
628,1770996440,14097752,58,miner_pool_5,0.8813,131,218,0.9054,1
629,1770996560,14598904,51,miner_pool_9,0.9864,95,220,0.847,1
630,1770996680,15279925,58,miner_pool_3,0.862,103,253,0.9012,1
631,1770996800,15602192,47,miner_pool_5,0.97,115,235,0.8274,1
632,1770996920,14596943,46,miner_pool_3,0.9499,112,239,0.8697,1
633,1770997040,14059379,46,miner_pool_8,0.8809,121,213,0.8707,1
634,1770997160,15469873,54,unknown_miner_727,0.8775,131,246,0.6549,1
635,1770997280,14202920,54,miner_pool_9,0.8703,140,238,0.9425,1
636,1770997400,14732425,60,miner_pool_4,0.8978,90,202,0.8412,1
637,1770997520,15052939,56,miner_pool_6,0.8916,113,253,0.8037,1
638,1770997640,15508388,39,miner_pool_4,0.8853,118,223,0.8927,1
639,1770997760,14425966,55,unknown_miner_392,0.8662,130,224,0.4162,1
640,1770997880,15105107,54,unknown_miner_771,0.9116,119,234,0.7098,1
641,1770998000,14126987,54,miner_pool_5,0.899,141,242,0.8248,1
642,1770998120,15792985,49,miner_pool_5,0.9626,139,219,0.8854,1
643,1770998240,14324363,36,miner_pool_5,0.888,106,243,0.8629,1
644,1770998360,14082846,55,miner_pool_6,0.8695,111,206,0.838,1
645,1770998480,14956778,50,unknown_miner_810,0.9005,104,202,0.2458,1
646,1770998600,15780692,50,miner_pool_4,0.9415,107,234,0.9139,0
647,1770998720,14541052,48,miner_pool_5,0.9482,107,227,0.8117,1
648,1770998840,15677890,54,miner_pool_2,0.8607,126,230,0.854,1
649,1770998960,15591644,48,miner_pool_1,0.9332,134,224,0.8511,0
650,1770999080,15897212,60,unknown_miner_96,0.9239,91,245,0.7351,1
651,1770999200,14624098,43,unknown_miner_89,0.9483,105,226,0.4241,1
652,1770999320,14163034,63,miner_pool_4,0.9936,108,200,0.9042,1
653,1770999440,15876335,47,miner_pool_10,0.9271,108,234,0.8525,1
654,1770999560,15426666,47,miner_pool_4,0.8983,131,227,0.8603,1
655,1770999680,15503981,50,miner_pool_7,0.9888,95,207,0.8077,1
656,1770999800,14038293,51,miner_pool_4,0.9559,90,219,0.8152,1
657,1770999920,14576095,50,miner_pool_8,0.9224,121,246,0.896,1
658,1771000040,14371705,65,miner_pool_10,0.9129,131,213,0.8104,1
659,1771000160,15095020,51,miner_pool_1,0.9309,104,250,0.8809,1
660,1771000280,15664575,52,miner_pool_7,0.9327,118,203,0.8081,1
661,1771000400,15597546,50,miner_pool_9,0.9663,110,208,0.9078,1
662,1771000520,14933347,51,miner_pool_5,0.8954,98,236,0.852,1
663,1771000640,14115133,57,miner_pool_8,0.8625,149,246,0.9381,1
664,1771000760,15079320,40,miner_pool_4,0.9256,126,244,0.9451,1
665,1771000880,15976247,50,miner_pool_4,0.8642,125,201,0.9465,1
666,1771001000,15809778,40,miner_pool_3,0.8849,91,234,0.8968,1
667,1771001120,15121442,59,miner_pool_8,0.9621,90,252,0.9141,1
668,1771001240,14501106,55,miner_pool_3,0.9619,117,211,0.8532,1
669,1771001360,14661507,44,miner_pool_1,0.9782,100,203,0.8639,1
670,1771001480,14502584,51,unknown_miner_379,0.969,98,239,0.3659,1
671,1771001600,14490821,57,miner_pool_9,0.9688,135,249,0.9315,1
672,1771001720,15740504,43,miner_pool_3,0.8898,145,252,0.9165,1
673,1771001840,14049342,45,miner_pool_1,0.8869,94,221,0.946,1
674,1771001960,14625587,57,miner_pool_3,0.9749,129,208,0.8275,1
675,1771002080,14329194,59,miner_pool_10,0.8728,91,214,0.8845,1
676,1771002200,15104524,57,miner_pool_9,0.9254,137,212,0.9479,1
677,1771002320,15338216,44,miner_pool_6,0.933,115,206,0.8797,1
678,1771002440,15804235,27,miner_pool_4,0.8936,137,218,0.8824,1
679,1771002560,15240988,56,miner_pool_1,0.9265,121,238,0.8471,1
680,1771002680,15105755,49,unknown_miner_726,0.8581,115,240,0.5156,1
681,1771002800,15265520,63,unknown_miner_763,0.8879,143,204,0.7962,1
682,1771002920,15715543,60,miner_pool_5,0.9261,119,255,0.9137,1
683,1771003040,14871321,49,miner_pool_4,0.8887,144,213,0.8782,1
684,1771003160,15819466,51,unknown_miner_175,0.97,117,238,0.2114,1
685,1771003280,15803536,40,miner_pool_6,0.9761,99,208,0.9097,1
686,1771003400,14407683,50,unknown_miner_215,0.942,92,230,0.7804,1
687,1771003520,15886334,49,miner_pool_10,0.9362,138,209,0.8154,1
688,1771003640,15944115,47,miner_pool_6,0.971,146,235,0.8559,1
689,1771003760,14363589,53,miner_pool_4,0.8694,135,209,0.9417,1
690,1771003880,14558752,50,miner_pool_3,0.8689,123,200,0.8916,1
691,1771004000,14800576,47,unknown_miner_91,0.8843,108,210,0.4153,1
692,1771004120,14683797,41,miner_pool_9,0.9724,150,248,0.8512,1
693,1771004240,14891414,59,miner_pool_7,0.9507,111,201,0.803,1
694,1771004360,14505852,34,miner_pool_6,0.9148,104,227,0.9482,1
695,1771004480,15269958,30,miner_pool_2,0.8633,126,231,0.9471,1
696,1771004600,15024166,53,unknown_miner_309,0.9448,125,222,0.7504,1
697,1771004720,14263710,50,miner_pool_1,0.948,131,204,0.8157,1
